image_name,composition,treatment,scale,magnification
img_399.png,Al 13Si,Abraded on -grit silicon carbide paper,40,
img_400.png,Al 13Si,Abraded on fine fixed-abrasive lap,40,
img_401.png,,Finished on -grit silicon carbide paper using water as fluid,40,
img_402.png,,Finished on -grit silicon carbide paper using wax on abrasion surface,40,
img_403.png,,Finished using a sledge microtome,40,
img_404.png,,Abraded on -grit silicon carbide paper,20,
img_405.png,,Abraded on -grit silicon carbide paper,20,
img_406.png,,Abraded on fine fixed-abrasive lap,20,
img_407.png,"70% Cu, 30% Zn",Polished on fine Al O and etched for short duration,40,
img_408.png,"70% Cu, 30% Zn",Polished on fine Al O and etched for moderate duration,40,
img_409.png,"70% Cu, 30% Zn",Polished on fine Al O and etched for long duration,40,
img_410.png,Fe with slag inclusions,Abraded on fixed-abrasive lap polished using m Al O on billiard cloth,40,
img_411.png,Fe with slag inclusions,Abraded on fixed-abrasive lap polished using m diamond on synthetic suede cloth,40,
img_412.png,Al 13% Si,Abraded on fixed-abrasive lap polished using - m Al O on billiard cloth,40,
img_413.png,Al 13% Si,Abraded on fixed-abrasive lap polished using - m diamond on synthetic suede cloth,40,
img_414.png,Fe C alloy with graphite flakes,Abraded on fixed-abrasive lap polished using - m Al O on long-nap billiard cloth,40,
img_415.png,Fe C alloy with graphite flakes,Abraded on fixed-abrasive lap polished using m diamond on synthetic suede short-nap cloth,40,
img_416.png,Fe C alloy with graphite flakes,Abraded on fixed-abrasive lap polished using m diamond on cotton drill,40,
img_417.png,Fe C alloy with graphite flakes,Taper section polished using - m Al O on long-nap billiard cloth,40,
img_418.png,Fe C alloy with graphite flakes,Taper section polished using m diamond on short-nap synthetic suede,40,
img_419.png,Fe C,Rough polished on m diamond finish polished h on m Al O using propylene glycol,20,
img_420.png,Fe C,Rough polished on m diamond finish polished h on m Al O using -to- propylene glycol and water,20,
img_421.png,Fe C,Rough polished on m diamond finish polished h on m Al O using water,20,
img_422.png,Fe C,Vibratory polished with g load rough polished on m diamond finish polished h on m Al O in -to- propylene glycol-water,100,
img_423.png,Fe C,Vibratory polished with g load rough polished on m diamond finish polished h on m Al O in -to- propylene glycol-water,100,
img_424.png,Fe C,Vibratory polished with g load rough polished on m diamond finish polished h on m Al O in -to- propylene glycol-water,100,
img_425.png,Cu Zn (α β phases),Polished with magnesia suspended in -to- propylene glycol-water no NH OH addition,20,
img_426.png,Cu Zn (α β phases),Polished with magnesia suspended in -to- propylene glycol-water optimal NH OH addition,20,
img_427.png,Cu Zn (α β phases),Polished with magnesia suspended in -to- propylene glycol-water excessive NH OH addition,20,
img_428.png,W,Polished by etch-attack technique using Al O abrasive in aqueous KCN and NaOH,100,
img_429.png,W,Polished by electromechanical technique using Al O abrasive in saturated aqueous NaOH,100,
img_430.png,Fe C,Mounted in phenolic plastic polished by standard technique,20,
img_431.png,Fe C,Mounted in allyl plastic polished by standard technique,20,
img_432.png,Fe C,Mounted in polyvinyl formal plastic polished by standard technique,20,
img_433.png,Fe C,Epoxy mount with steel shot incorporated finish polished by standard technique,20,
img_434.png,Fe C,Epoxy mount with electrodeposited nickel edge coating finish polished by standard technique,20,
img_435.png,Fe C,Epoxy mount finish polished on rigid napless pad with diamond abrasive,20,
img_436.png,Fe C,Epoxy mount finish polished using modified technique for improved edge retention,20,
img_437.png,,Abraded on m diamond-plastic lap,20,
img_438.png,,Polished for short period on cotton drill cloth charged with m diamond abrasive,20,
img_439.png,,Polished further to remove chipping artifacts,20,
img_440.png,,Abraded on -grit silicon carbide paper,1000,
img_441.png,,Abraded on a fine fixed-abrasive lap,1000,
img_442.png,,Abraded on a leadfoil lap coated with m diamond paste,1000,
img_443.png,,Polished on m diamond abrasive on cotton drill cloth after abrasion,1000,
img_444.png,,Final polishing by conventional method using fine Al O,250,
img_445.png,,Final polishing by vibratory method using colloidal silica solution,250,
img_446.png,,Final polishing by chemical polishing,250,
img_447.png,,Final polishing using tap water as suspending liquid,20,
img_448.png,,Final polishing using buffer solution with pH,20,
img_449.png,Al 2.8%Si,Finish polished using semiautomatic machine with napped cloth in alcohol suspension,20,
img_450.png,Al 2.8%Si,Finish polished using semiautomatic machine with napped cloth and carrier paste,40,
img_451.png,Al,Annealed and finish polished using colloidal silica,200,
img_452.png,Al 6.0%Si 3.5%Cu,Finish polished using colloidal silica and etched with Keller s reagent,50,
img_453.png,Al 19.9%Si,Prepared by semiautomatic method using diamond abrasives and colloidal silica,50,
img_454.png,Al 13%Si,Abraded on P -grade silicon carbide paper and polished on m diamond,40,
img_455.png,Al 13%Si,Polished for longer time after P -grade abrasion and diamond polishing,40,
img_456.png,,Prepared by semiautomated procedure using diamond suspensions final polishing with m diamond on satin-weave silk cloth,20,
img_457.png,Al 13.9%Si,Prepared by semiautomated procedure using diamond suspensions final polishing with m diamond on satin-weave silk cloth,50,
img_458.png,,Prepared by semiautomatic procedure using diamond suspensions finish polished using m diamond abrasive,40,
img_459.png,,Prepared by semiautomatic procedure using diamond suspensions finish polished using m diamond abrasive,100,
img_460.png,,Prepared by semiautomatic procedure using diamond suspensions finish polished using colloidal silica,20,
img_461.png,,Prepared by modified procedure using diamond abrasive suspension hot extruded tube,100,
img_462.png,,Prepared by modified procedure using diamond abrasive suspension compressed uniaxially at,25,
img_463.png,,Abraded on polymer lap charged with m diamond,100,
img_464.png,,Polished on woven silk cloth charged with m diamond abrasive for min,100,
img_465.png,,Further polished on napped cloth charged with m diamond abrasive,100,
img_466.png,Sn 18Ag 15Cu,Polished specimen coated with platinum oxide layer by reactive sputtering,25,
img_467.png,99.7% Al2O3,Polished section thermally etched in air at for h,20,
img_468.png,Cu 33Zn,Line-etched grains,50,
img_469.png,,Macroetched in aqueous HCl,25000,
img_470.png,,Macroetched in aqueous HCl,25000,
img_471.png,,Macroetched in HCl,25000,
img_472.png,,Macroetched with HCl solution,50000,
img_473.png,,Macroetched with HCl solution,50000,
img_474.png,,Macroetched with HCl solution,25000,
img_475.png,,Macroetched with HCl solution,50000,
img_476.png,,Macroetched with HCl solution,50000,
img_477.png,,Macroetched with HCl solution,50000,
img_478.png,,Etched in aqueous HCl,,
img_479.png,,picral etch,50,
img_480.png,,picral etch,50,
img_481.png,Fe 20Cr 33Ni 2.5Mo 3.5Cu Nb+Ta,Solution annealed etched in mL HCl mL acetic acid mL HNO and drops glycerol,10,
img_482.png,Fe 20Cr 33Ni 2.5Mo 3.5Cu Nb+Ta,Solution annealed etched in mL HCl mL acetic acid mL HNO and drops glycerol,10,
img_483.png,Fe 20Cr 33Ni 2.5Mo 3.5Cu Nb+Ta,Solution annealed etched in mL HCl mL acetic acid mL HNO and drops glycerol,10,
img_484.png,Cu 8.9P,Swab etched with aqueous NH S O and NH OH,10,
img_485.png,Cu 8.9P,Swab etched with aqueous NH S O and NH OH,10,
img_486.png,Cu 8.9P,Swab etched with aqueous NH S O and NH OH,10,
img_487.png,Cu 11.8Al,As-polished,100,
img_488.png,Cu 11.8Al,As-polished,100,
img_489.png,Cu 11.8Al,As-polished,100,
img_490.png,Cu 11.8Al,As-polished,100,
img_491.png,,As-polished,100,
img_492.png,,Chemically polished in mL HNO mL H O and mL HF,100,
img_493.png,,Chemically polished in mL HNO mL H O and mL HF,100,
img_494.png,,nital,10,
img_495.png,,nital,10,
img_496.png,,nital,10,
img_497.png,,Tint etched in Na S O,100,
img_498.png,,Tint etched in Na S O,100,
img_499.png,,Solution annealed and aged etched in glyceregia,100,
img_500.png,,Solution annealed and aged etched in glyceregia,100,
img_501.png,,Solution annealed and aged etched in glyceregia,100,
img_502.png,U 33Al 25Co,Electrolytically etched,100,
img_503.png,Ni based superalloy,Heat treated h at to produce needlelike orthorhombic Ni Nb,10,
img_504.png,Ni based superalloy,Heat treated h at to produce needlelike orthorhombic Ni Nb,10,
img_505.png,Cr Mo V steel (low carbon),Thermally etched to reveal austenite grain boundaries at on hot-stage microscope,,
img_506.png,Fe C (high carbon),Quenched in hot stage partial pearlite formed before martensite,,
img_507.png,Fe C (high carbon),Same area as a after light polishing and etching,,
img_508.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_509.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_510.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_511.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_512.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_513.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_514.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_515.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_516.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_517.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_518.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_519.png,Fe C (medium carbon),Photographed with medium-contrast film Tri-X Ortho,,
img_520.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_521.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_522.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_523.png,Fe C (medium carbon),Photographed with high-contrast film Contrast Process Ortho,,
img_524.png,WC 12Co,Sintered hard metal used in metal cutting operations,250,
img_525.png,WC 12Co,Sintered fractured during fracture toughness test,5,
img_526.png,WC 12Co,Sintered sectioned through cracked region,5,
img_527.png,WC 12Co,Sintered backscattered electron imaging at keV,5,
img_528.png,Al 11.7Si 0.3Fe,Deep etched with hot sodium hydroxide for topographic contrast,10,
img_529.png,Al 11.7Si 0.3Fe,Freshly polished cross section backscattered electron imaging,10,
img_530.png,Al 11.7Si 0.3Fe,Dipped in Mallete's reagent to form Mo oxide layer on silicon particles,10,
img_531.png,Fe 3.5Si,Mechanically lapped and electrolytically polished in perchloric acid and acetic acid,5,
img_532.png,Carbonaceous particles with hydrocarbons,Environmental SEM at Pa elevated pressure,2,
img_533.png,Carbonaceous particles with hydrocarbons,Conventional SEM at high vacuum Pa,2,
img_534.png,Carbonaceous particles with soluble components,Environmental SEM at RH,2,
img_535.png,"AlFeSiNi bright, Mg2Si and Si dark",Unetched cross section backscattered electron image,10,
img_536.png,Same overall composition,Deep etched using sodium hydroxide secondary electron image,10,
img_537.png,Fine microstructure due to rapid solidification,Backscattered electron image of ductile fracture surface,20,
img_538.png,Coarse microstructure with large silicon plates,Backscattered electron image of brittle fracture surface,20,
img_539.png,Al matrix with ceramic fibers,Fracture surface imaged using SEM,50,
img_540.png,Dendritic α and Cu rich phases,Deep etched in HCl for min at room temperature,20,
img_541.png,Al2O3 matrix with 10% ZrO2,Thermally etched surface observed by -modulation,5,
img_542.png,Nickel fibers in silver matrix,Annealed at for h,20,
img_543.png,Copper particles in loose stack,Heated to before sintering,100,
img_544.png,Copper spheres forming sintered necks,Sintered for h at,100,
img_545.png,Copper spheres with grain growth,Sintered for h at,100,
img_546.png,Tungsten particles wetted by liquid copper,Sintering in vacuum atmosphere,20,
img_547.png,Tungsten particles with reduced copper wetting,Sintering in oxygen-containing argon atmosphere,20,
img_548.png,Fe Cr Ni alloy,Gray-scale image of etched grains,100,
img_549.png,Sintered cerium oxide,Gray-scale image of sintered structure,2,
img_550.png,Fe C alloy with pearlite regions,Gray-scale micrograph of etched structure,50,
img_551.png,Brass lead alloy with microstructural defects,Gray-scale image of polished surface,50,
img_552.png,Titanium alloy matrix with silicon carbide fibers,Gray-scale image medium-quality specimen fiber core detectable,100,
img_553.png,Titanium alloy matrix with silicon carbide fibers,Gray-scale image medium-quality specimen full fibers detectable,100,
img_554.png,Titanium alloy matrix with silicon carbide fibers,Gray-scale image high-quality specimen core not detectable,100,
img_555.png,High carbon tool steel (Fe C with W addition),Gray-scale image showing cementite particles,30,
img_556.png,Fe C with temper carbon nodules,Gray-scale micrograph of malleable cast iron,100,
img_557.png,Fe C Si alloy with flake graphite,Gray-scale micrograph of gray cast iron,100,
img_558.png,Fe C Si alloy with spheroidal graphite,Gray-scale micrograph of nodular cast iron,100,
img_559.png,Fe C Si alloy,Gray-scale micrograph showing graphite morphology before classification,100,
img_560.png,Fe C Si alloy,Image analyzer output for irregular graphite classification,100,
img_561.png,Fe C Si alloy,Gray-scale micrograph showing flake graphite morphology,100,
img_562.png,Fe C Si alloy,Image analyzer output for flake graphite classification,100,
img_563.png,Al alloy matrix with SiC particles,Gray-scale micrograph for areal fraction analysis,60,
img_564.png,Al Zn Mg Cu alloy,Gray-scale micrograph showing partially recrystallized grains,50,
img_565.png,Al Zn Mg Cu alloy,Gray-scale micrograph with overlaid test grid for point counting,50,
img_566.png,Tungsten grains in Ni Fe matrix,Gray-scale image of liquid-phase sintered alloy,50,
img_567.png,Cast Al Si Mg alloy with silicon in interdendritic regions,Gray-scale micrograph showing free path between silicon particles,100,
img_568.png,Al Si alloy,Gray-scale micrograph showing dendritic structure,200,
img_569.png,Al Si Mg base alloy,Gray-scale micrograph of semisolid processed casting,500,
img_570.png,Mg 6Al 0.5Mn (approx.),Unetched microstructure from high-pressure die casting,200,
img_571.png,Fe 13Mn 1.3C (wt%),Isothermally transformed at suitable temperature,20,
img_572.png,Fe 13Mn 1.3C (wt%),Three-dimensional reconstruction after isothermal transformation,10,
img_573.png,Fe 3Ni 0.1C (wt%),Isothermal transformation micrograph,20,
img_574.png,Al 4Cu (approx.),Coarsened for min at,100,
img_575.png,Al 4Cu (approx.),Three-dimensional reconstruction with eutectic phase omitted,100,
img_576.png,Ni 24.0Co 5.0Cr 2.5Mo 4.0Al 4.0Ti (wt%),Solution treated at for h quenched and aged h at,2,
img_577.png,Fe 0.1C 1.5Mn (mass%),Reacted at for s,50,
img_578.png,83W 11.9Ni 5.1Fe (wt%),Liquid phase sintered at for min in microgravity environment,,
img_579.png,Fe based alloy,Optical micrograph of serial section with Vickers indents,50,
img_580.png,Fe based alloy,Optical micrograph of section after cropping,10,
img_581.png,Native copper,Ammonium hydroxide hydrogen peroxide etch,125,
img_582.png,Fe Ni alloy,Nital etch,75,
img_583.png,Fe with slag inclusions,Nital etch,60,
img_584.png,Fe with slag inclusions,Nital etch,50,
img_585.png,Fe C Si alloy,Nital etch,50,
img_586.png,Fe C alloy (hypereutectoid and cast iron mixture),Nital etch,50,
img_587.png,Fe C alloy,Nital etch SEM secondary electron imaging,5,
img_588.png,Fe C alloy,Nital etch SEM secondary electron imaging,10,
img_589.png,Fe C alloy,Nital etch,300,
img_590.png,Fe C alloy,Picric plus boiling picric acid etch,200,
img_591.png,Fe C alloy,Picric plus boiling picric acid etch,200,
img_592.png,,-,200,
img_593.png,,-,200,
img_594.png,Fe 18Cr 8Ni alloy,Electrolytically etched in oxalic acid solution,40,
img_595.png,Fe Cr alloy (high carbon martensitic steel),Vilella's reagent,10,
img_596.png,Fe Cr alloy (high carbon martensitic steel),Vilella's reagent,10,
img_597.png,Fe Cr alloy (high carbon martensitic steel),Vilella's reagent,10,
img_598.png,Fe Cr alloy (high carbon martensitic steel),Vilella's reagent,10,
img_599.png,Fe Cr alloy (high carbon martensitic steel),Vilella's reagent,10,
img_600.png,Fe 0.6C alloy,Etched in picral,50,
img_601.png,Fe 0.6C alloy,Etched in picral,50,
img_602.png,Fe C Mn microalloyed steel,Etched in nital,20000,
img_603.png,Fe C Mn microalloyed steel,Gold-coated acetate replica,20000,
img_604.png,Fe C Mn microalloyed steel,-,100,
img_605.png,Fe C Mn microalloyed steel,Gold-coated acetate replica,100,
img_605.png,Fe 1.5%C 12%Cr 0.9%Mo 0.9%V,Vilella's reagent on original surface,10,200
img_606.png,Fe 1.5%C 12%Cr 0.9%Mo 0.9%V,Vilella's reagent on original surface,50,200
img_607.png,Fe 3.5%C 2.5%Si 0.3%Mn 0.05%P 0.02%S,picral on original surface,50,200
img_608.png,Fe 3.5%C 2.5%Si 0.4%Mn 0.05%P 0.02%S,picral on original surface,50,200
img_609.png,Fe 3.4%C 2.5%Si 0.6%Mn 0.1%Ni 0.1%Cr,Vilella's reagent on original surface,100,100
img_610.png,Fe 3.4%C 2.5%Si 0.6%Mn 0.1%Ni 0.1%Cr,Vilella's reagent on original surface,50,200
img_611.png,,Vilella's reagent,10,500
img_612.png,,Vilella's reagent,10,500
img_613.png,Fe 3.7%C 2.4%Si 0.59%Mn 0.025%P 0.01%S 0.095%Mo 1.4%Cu,As-polished embedded,100,100
img_614.png,Fe 3.7%C 2.4%Si 0.59%Mn 0.025%P 0.01%S 0.095%Mo 1.4%Cu,As-polished unembedded,100,100
img_615.png,Fe 3.5%C 2.95%Si 0.40%Mn 0.08%P 0.01%S 0.13%Ni 0.15%Cu,As-polished unembedded,100,100
img_616.png,Fe 3.5%C 2.95%Si 0.40%Mn 0.08%P 0.01%S 0.13%Ni 0.15%Cu,As-polished,100,100
img_617.png,Fe 3.5%C 2.95%Si 0.40%Mn 0.08%P 0.01%S 0.13%Ni 0.15%Cu,As-polished,100,
img_618.png,Fe 3.5%C 2.95%Si 0.40%Mn 0.08%P 0.01%S 0.13%Ni 0.15%Cu,As-polished,100,
img_619.png,Fe 2.9%C 1.5%Si 0.53%Mn 0.06%P 0.22%S 0.08%Ni 0.1%Cu 0.09%Cr 0.003%Bi,Ground on P SiC waterproof paper annealed at for h furnace cooled to for h air cooled,25,
img_620.png,Fe 2.9%C 1.5%Si 0.53%Mn 0.06%P 0.22%S 0.08%Ni 0.1%Cu 0.09%Cr 0.003%Bi,Polished with m diamond suspension,25,
img_621.png,Fe 2.9%C 1.5%Si 0.53%Mn 0.06%P 0.22%S 0.08%Ni 0.1%Cu 0.09%Cr 0.003%Bi,Final polished with m diamond paste on napless cloth,25,
img_622.png,Fe 2.9%C 1.5%Si 0.53%Mn 0.06%P 0.22%S 0.08%Ni 0.1%Cu 0.09%Cr 0.003%Bi,Final polished with m diamond suspension on napped cloth,25,
img_623.png,Fe 3.2%C 4.65%Cr 2.9%Mn 0.51%Si 0.050%P 0.024%S,Austenitized at for h furnace cooled to for h salt bath at for h air cooled etched with glyceregia,20,
img_624.png,Fe 3.16%C 8.86%Cr 0.50%Si 3.04%Mn 0.051%P 0.018%S,Austenitized at for h furnace cooled to for h salt bath at for h air cooled etched with glyceregia,20,
img_625.png,Fe 3.8%C 2.4%Si 0.28%Mn 1.0%Ni 0.05%Mg,Annealed etched with nital,100,
img_626.png,Fe 2.8%C 0.8%Si 0.4%Mn 0.1%S 0.35%P 0.3%Cr,Etched with nital,20,
img_627.png,Fe 2.8%C 0.8%Si 0.4%Mn 0.1%S 0.35%P 0.3%Cr,Etched with picral,20,
img_628.png,Fe 1.57%C 18.64%Cr 2.86%Mn 0.53%Si 0.036%P 0.013%S,Etched with glyceregia,20,
img_629.png,Fe 1.57%C 18.64%Cr 2.86%Mn 0.53%Si 0.036%P 0.013%S,Etched with nital,20,
img_630.png,Fe 3.07%C 0.06%Mn 2.89%Si 0.006%P 0.015%S 0.029%Mg,Etched with nital,15,500
img_631.png,Fe 3.33%C 1.64%Si 0.31%Mn 1.37%P 0.107%S,Etched with nital,8,1000
img_632.png,Fe 3.62%C 2.03%Si 1.13%P 0.61%Mn 0.137%S 0.113%Cr 0.478%Ni 0.004%Al,Etched with nital,20,
img_633.png,Fe 3.6%C 2.5%Si 0.056%P 0.052%Mg 0.7%Cu,Austempered at for h salt bath at for min air cooled etched with nital,10,
img_634.png,Fe 3.6%C 2.5%Si 0.056%P 0.052%Mg 0.7%Cu,Same sample as previous etched with picral,10,
img_635.png,Fe 3.6%C 2.5%Si 0.052%Mg 0.7%Cu,Austempered at for h salt bath at for min air cooled etched with nital,10,
img_636.png,,Etched with nital,8,1000
img_637.png,,Etched with glyceregia,20,
img_638.png,Fe 4.52%C 0.4%Si 2.86%Mn 35.0%Cr 0.06%P 0.012%S,Etched with glyceregia,20,
img_639.png,,Slightly etched with nital bright-field illumination,10,
img_640.png,,Slightly etched with nital dark-field illumination,10,
img_641.png,,Heat treated at for h furnace cooled to for h salt bath at for h air cooled examined in bright-field illumination etched with glyceregia,10,
img_642.png,,Same as previous dark-field illumination,10,
img_643.png,,Examined with SEM deeply etched with HCl,20,
img_644.png,,Examined with SEM deeply etched with HCl,10,
img_645.png,Fe 2.8%C 1.85%Si 0.5%Mn 0.04%P 0.025%S,As-polished,100,
img_646.png,Fe 2.1%C 2.8%Si 0.38%Mn 0.06%P 0.03%S,As-polished,100,
img_647.png,Fe 3.5%C 2.95%Si 0.4%Mn 0.08%P 0.02%S 0.13%Ni 0.15%Cu,As-polished,100,
img_648.png,Fe 2.18%C 2.49%Si 0.7%Mn 0.06%P 0.05%S,As-polished,100,
img_649.png,Fe 3.3%C 2.75%Si 0.88%Mn 0.42%P 0.086%S,As-polished,110,100
img_650.png,Fe 3.4%C 3.4%Si 0.07%Mn 0.04%P 0.03%Cr 0.47%Cu,As-polished,100,
img_651.png,Fe 4.3%C 1.5%Si 0.5%Mn 0.12%P 0.08%S,As-polished,100,
img_652.png,,As-polished,100,
img_653.png,Fe 3.45%C 2.25%Si 0.30%Mn 0.04%P 0.01%S 0.8%Ni 0.07%Mg 0.55%Cu,As-polished,100,
img_654.png,Fe 3.6%C 2.9%Si 0.14%Mn 0.04%P 0.02%S 0.16%Ni 0.06%Mg,As-polished,100,
img_655.png,,As-polished,100,
img_656.png,,As-polished,100,
img_657.png,,As-polished,100,
img_658.png,Fe 3.6%C 2.5%Si 0.052%Mg 0.7%Cu,As-polished,100,
img_659.png,Fe 3.7%C 2.3%Si 0.21%Mn 0.03%P 0.01%S 0.82%Ni 0.02%Mg,As-polished,100,
img_660.png,Fe 2.65%C 1.2%Si 0.53%Mn 0.06%P 0.21%S 0.08%Cr 0.10%Cu 0.07%Ni <0.01%Al,As-polished,100,
img_661.png,Fe 2.8%C 1.85%Si 1.05%Mn 0.04%P 0.025%S,Etched with nital pearlitic matrix,100,
img_662.png,,Fine pearlite same as Fig,20,
img_663.png,,Pearlitic-ferritic matrix with phosphorous eutectic E etched with nital,100,
img_664.png,,E ternary phosphorous eutectic P pearlite F ferrite,20,
img_665.png,Fe 3.4%C 3.4%Si 0.07%Mn 0.04%P 0.03%Cr 0.47%Cu,Ferritic-pearlitic matrix etched with nital,100,
img_666.png,Fe 3.4%C 3.2%Si 0.09%Mn 0.04%P 0.01%S 0.86%Cu <0.01%Mg,Ferritic matrix etched with nital,100,
img_667.png,Fe 3.7%C 1.25%Si 0.03%Mn 0.02%P 0.02%S 0.24%Ni 0.06%Mg,Pearlitic matrix with ferritic halos around graphite nodules etched with nital,100,
img_668.png,,Ferritic-pearlitic matrix etched with nital,100,
img_669.png,,Annealed at furnace cooled in stages ferritic matrix etched with nital,100,
img_670.png,Fe 3.35%C 2.05%Si 0.08%Mn 0.04%P 0.02%Cr 0.02%Ni 0.045%Mg,C cementite L ledeburite P pearlite and ferrite around graphite nodules etched with nital,80,100
img_671.png,,C cementite L ledeburite F ferrite and P pearlite,20,
img_672.png,Fe 2.7%C 2.85%Si 1.15%Mn 0.03%P 0.01%S 2.8%Cr 20.0%Ni 0.1%Mg,Austenite and eutectic carbides type M C etched with glyceregia,20,
img_673.png,,Acicular ferrite and austenite austempered at held h then salt bath at for min air cooled etched with nital,20,
img_674.png,,Acicular ferrite and austenite austempered at held h then salt bath at for min air cooled etched with nital,20,
img_675.png,,Martensite and small amount of acicular ferrite AF austempered at held h salt bath at for min air cooled etched with nital,20,
img_676.png,Fe 2.8%C 1.9%Si 0.55%Mn 0.04%P 0.2%S 0.018%Mg,Ferritic-pearlitic matrix etched with nital,100,
img_677.png,Fe 2.95%C 1.2%Si 0.53%Mn 0.06%P 0.21%S 0.08%Cr 0.10%Cu 0.07%Ni <0.01%Al,Annealed at for h furnace cooled to held h air cooled pearlitic-ferritic matrix etched with nital,80,100
img_678.png,Fe 2.9%C 1.5%Si 0.53%Mn 0.06%P 0.22%S 0.09%Cr 0.10%Cu 0.08%Ni 0.02%Al,Annealed as in Fig ferritic matrix etched with nital,80,100
img_679.png,Fe 3.0%C 2.7%Si 0.45%Mn 0.07%P 0.025%S,C cementite P pearlite etched with nital,25,
img_680.png,,Network of massive cementite and tempered martensite etched with picral,50,
img_681.png,,PC primary carbides EC eutectic carbides in martensitic matrix with fine globular secondary carbides heat treated at for h furnace cooled to held h salt bath air cooled etched with glyceregia,10,
img_682.png,Fe C,-,20,
img_683.png,Fe C,Cold-rolled to reduction,20,
img_684.png,Fe C,Cold-rolled to reduction,20,
img_685.png,Fe C,Cold-rolled to reduction,20,
img_686.png,Fe C,Cold-rolled to reduction,20,
img_687.png,Fe C,Heated in ferrite austenite region,20,
img_688.png,Fe C,-,50,
img_689.png,Fe 0.06%C,Massive carbides morphology,10,
img_690.png,Fe 0.06%C,Medium-sized carbides morphology,10,
img_691.png,Fe 0.06%C,Small dispersed carbides morphology,10,
img_692.png,Fe 0.04%C,Batch-annealed,20,
img_693.png,Fe C,Slow-cooled,20,
img_694.png,Fe C,Normalized,10,
img_695.png,Fe C,-,20,
img_696.png,Fe C,-,10,
img_697.png,Fe C,As-rolled longitudinal plane,100,
img_698.png,Fe C,As-rolled planar view,100,
img_699.png,Fe C,Forged longitudinal plane,200,
img_700.png,Fe C,Forged transverse plane,200,
img_701.png,Fe C,Improperly ground surface showing scratches and deformation,50,
img_702.png,Fe C,Properly ground surface showing true microstructure,50,
img_703.png,Fe 0.11%C 1.4%Mn 0.58%Si 0.12%Cr 0.08%Mo,As-cooled condition,10,
img_704.png,Fe 0.11%C 1.4%Mn 0.58%Si 0.12%Cr 0.08%Mo,Deformation zone from shearing,10,
img_705.png,Fe C,Hot-rolled sectioned with abrasive cutoff wheel,25,
img_706.png,Fe C,Hot-rolled sectioned with band saw,25,
img_707.png,Fe C,Hot-rolled sectioned with shear,25,
img_708.png,Fe C,Heated during sectioning tempered martensite in ferrite matrix,10,
img_709.png,Fe C,Heated during sectioning tempered martensite and pearlite in ferrite matrix,10,
img_710.png,Fe C,Heated during sectioning pearlite in ferrite matrix,10,
img_711.png,Fe C,True microstructure after sectioning,10,
img_712.png,Fe Ni,Mounted in thermosetting phenolic resin,100,
img_713.png,Fe Ni,Mounted in castable epoxy,100,
img_714.png,Fe Zn polymer,Transmitted light through castable epoxy mount,50,
img_715.png,Fe Zn polymer,Brightfield illumination reflected light,50,
img_716.png,Fe C,Internally oxidized,10,
img_717.png,Fe C,Mounted in a steel clamp,20,
img_718.png,Fe C,Two specimens butted in a steel clamp,20,
img_719.png,Fe C,-,100,
img_720.png,Fe C,Fully decarburized,200,
img_721.png,Fe C,Improperly polished showing comet tails,100,
img_722.png,Fe C,Properly polished showing true microstructure,100,
img_723.png,Fe C,Planar view showing large surface carbides,100,
img_724.png,Fe C,Nondecarburized,50,
img_725.png,Fe 0.02%C,-,20,
img_726.png,Fe C,Etched in nital,25,
img_727.png,Fe C,Etched in Marshall's reagent,25,
img_728.png,Fe C,High magnification showing duplex ferrite grain size,20,
img_729.png,Fe C,Low magnification showing true mixture of grain sizes,100,
img_730.png,Fe 0.04%C,Batch-annealed,20,
img_731.png,Fe C,Very-low-carbon decarburized,50,
img_732.png,Fe C,Tint etched with Beraha's reagent,10,
img_733.png,Fe C,Carburized cementite darkened by boiling alkaline sodium picrate etch,20,
img_734.png,Zn Al Fe,Etched in nitric acid in amyl alcohol,10,
img_735.png,Zn Al,Etched by suspending coated surface over fuming nitric acid,50,
img_736.png,Zn Al,Etched by suspending coated surface over fuming nitric acid,50,
img_737.png,Fe 0.4%C,Etched with picral,50,
img_738.png,Fe 0.15%C,Etched with picral nital,50,
img_739.png,Fe 1.8%Ni 0.8%Cr 0.25%C,Quenched and tempered etched with picral nital,50,
